,10,50,100,500
0,2.6941299438476562e-05,7.510185241699219e-05,0.00023508071899414062,0.005408048629760742
1,1.9073486328125e-05,7.200241088867188e-05,0.000240325927734375,0.005318164825439453
2,1.7881393432617188e-05,7.295608520507812e-05,0.00023293495178222656,0.005326032638549805
3,1.811981201171875e-05,7.295608520507812e-05,0.0002338886260986328,0.005324125289916992
4,1.811981201171875e-05,7.200241088867188e-05,0.00023412704467773438,0.0053408145904541016
5,1.7881393432617188e-05,7.224082946777344e-05,0.00023221969604492188,0.005347013473510742
6,1.8358230590820312e-05,7.295608520507812e-05,0.00023508071899414062,0.005342245101928711
7,1.6927719116210938e-05,7.390975952148438e-05,0.00023484230041503906,0.005348920822143555
8,1.9788742065429688e-05,7.128715515136719e-05,0.00022983551025390625,0.005337238311767578
9,1.6927719116210938e-05,7.200241088867188e-05,0.00023102760314941406,0.005338191986083984
10,1.6927719116210938e-05,7.295608520507812e-05,0.00023293495178222656,0.005335807800292969
11,1.7881393432617188e-05,7.295608520507812e-05,0.00023412704467773438,0.005343914031982422
12,1.811981201171875e-05,6.914138793945312e-05,0.0002300739288330078,0.00534510612487793
13,1.6927719116210938e-05,7.200241088867188e-05,0.00023126602172851562,0.00534820556640625
14,1.7881393432617188e-05,7.200241088867188e-05,0.0002338886260986328,0.005333900451660156
15,1.9073486328125e-05,7.104873657226562e-05,0.00023293495178222656,0.005331993103027344
16,1.7881393432617188e-05,7.295608520507812e-05,0.00023317337036132812,0.005438089370727539
17,1.8835067749023438e-05,7.081031799316406e-05,0.00023293495178222656,0.005341053009033203
18,1.71661376953125e-05,7.104873657226562e-05,0.0002334117889404297,0.005337715148925781
19,1.8835067749023438e-05,7.104873657226562e-05,0.0002319812774658203,0.005339145660400391
20,1.71661376953125e-05,6.985664367675781e-05,0.00023508071899414062,0.0053331851959228516
21,1.9073486328125e-05,7.104873657226562e-05,0.00023484230041503906,0.005076169967651367
22,1.811981201171875e-05,7.295608520507812e-05,0.00023698806762695312,0.00540924072265625
23,1.6689300537109375e-05,7.390975952148438e-05,0.00023603439331054688,0.005350828170776367
24,1.8358230590820312e-05,7.224082946777344e-05,0.00023293495178222656,0.005348920822143555
25,1.7881393432617188e-05,7.176399230957031e-05,0.00023221969604492188,0.005359172821044922
26,1.621246337890625e-05,7.224082946777344e-05,0.0002346038818359375,0.0053560733795166016
27,1.8835067749023438e-05,7.009506225585938e-05,0.00023102760314941406,0.005318880081176758
28,1.811981201171875e-05,7.128715515136719e-05,0.00023412704467773438,0.005339145660400391
29,1.71661376953125e-05,7.200241088867188e-05,0.00023221969604492188,0.005342006683349609
30,1.7881393432617188e-05,7.82012939453125e-05,0.0002391338348388672,0.005339860916137695
31,1.811981201171875e-05,7.295608520507812e-05,0.00023293495178222656,0.0053288936614990234
32,1.7881393432617188e-05,7.319450378417969e-05,0.0002319812774658203,0.0053288936614990234
33,1.5974044799804688e-05,6.914138793945312e-05,0.00023102760314941406,0.005341291427612305
34,1.9073486328125e-05,7.390975952148438e-05,0.00023484230041503906,0.00532984733581543
35,1.811981201171875e-05,7.009506225585938e-05,0.00023102760314941406,0.005342960357666016
36,1.9788742065429688e-05,7.081031799316406e-05,0.00023317337036132812,0.005342960357666016
37,1.811981201171875e-05,7.319450378417969e-05,0.00023508071899414062,0.005339860916137695
38,1.9073486328125e-05,7.104873657226562e-05,0.00023293495178222656,0.00533294677734375
39,1.8835067749023438e-05,6.985664367675781e-05,0.00023317337036132812,0.0053861141204833984
40,1.811981201171875e-05,7.081031799316406e-05,0.0002319812774658203,0.0053288936614990234
41,1.9073486328125e-05,6.985664367675781e-05,0.00023293495178222656,0.005316019058227539
42,1.6927719116210938e-05,7.605552673339844e-05,0.00023603439331054688,0.0053369998931884766
43,1.6927719116210938e-05,7.414817810058594e-05,0.00023603439331054688,0.005326747894287109
44,1.811981201171875e-05,7.104873657226562e-05,0.00023412704467773438,0.005337953567504883
