,10,50,100,500
0,0.13287340943493003,0.2278039215460234,0.2523403047335099,0.2665228337994198
1,0.10896161717149815,0.1849323225347254,0.257149490256434,0.2628018325466271
2,0.17253157569988214,0.21651034944691916,0.22743269120648332,0.2665394670341944
3,0.07831045122852914,0.18037461589699852,0.23451321559110144,0.2661975559455549
4,0.11005970652378708,0.22696044086183573,0.24189653733365343,0.269752871628675
5,0.10381034200209587,0.2195152368755193,0.25618059941723204,0.2658188627379326
6,0.13433710763653564,0.22583650800311883,0.24433805658533256,0.2683175427398184
7,0.1523648461400856,0.22050387671178093,0.2225107848832004,0.265056262224293
8,0.10158464506515681,0.2385601226056161,0.26157746190421094,0.27405519902577186
9,0.11512711511040433,0.2420720279472026,0.22869630307470135,0.26604952015546074
10,0.1656758946658425,0.22482810481580928,0.22274102215729846,0.2828472287538414
11,0.06201265387241053,0.23646020845818938,0.222737547280953,0.25948703459271344
12,0.1698330668814967,0.22133471227962453,0.2775432878777994,0.2733305879807409
13,0.05046022386719927,0.24112336825081793,0.24940985536264246,0.2753883715265584
14,0.0857130079388301,0.21569250210052618,0.22258585250384297,0.2743542560899007
15,0.08672277595341935,0.2713255016454317,0.273909820148584,0.26991002860739927
16,0.16214089222584643,0.19001791634642742,0.2748995627916343,0.272464310270565
17,0.12919022746689376,0.25997586292382446,0.2542961581695655,0.26581401320995096
18,0.13026688232048972,0.23652391627283456,0.23210676570557492,0.27233475125308
19,0.14639669149665588,0.20640941569299343,0.24479099533929918,0.283799620549821
20,0.16425770886905083,0.21680604113855764,0.24039563687986945,0.2698067705657274
21,0.09708044921393794,0.1765361628254097,0.22688961536285596,0.28468478011444087
22,0.10816988566440555,0.2483412957395106,0.2146719693644101,0.27474977002900514
23,0.1102706714934556,0.2496564154867201,0.2305545604836525,0.28353791553594354
24,0.12174094535171605,0.23257884522041802,0.2690131145228567,0.2756743179380381
25,0.12006735370401142,0.2571140895442116,0.25615886022373147,0.2693371228209164
26,0.12779553870513097,0.2035471335575222,0.2597964753417911,0.2621160894458326
27,0.1497550356702892,0.20670297676922225,0.2562064385992049,0.28109429175542866
28,0.14954641512886005,0.2051449313859265,0.23093885923850888,0.28516145148481115
29,0.10899127659149292,0.23689107190773306,0.23239989920037124,0.2654361792339754
30,0.08780487344226326,0.19592557865769983,0.2627632068718762,0.2796010438817638
31,0.0673067560032918,0.21397004371493214,0.24260901465471268,0.26433424199292277
32,0.08054078662887257,0.23137631697886576,0.20544366096432357,0.27068199079260746
33,0.10807268462574264,0.19696157871679223,0.23342251303913147,0.28815345632877276
34,0.06628342349682284,0.2134690307937928,0.24458376010473148,0.2736928597659095
35,0.14517269315216216,0.2242831588345751,0.2047497788095025,0.2833530244790496
36,0.14748262103979753,0.1839259124110248,0.24599485307069335,0.2619208395952199
37,0.1026506831357463,0.23348386378131278,0.25414674769657347,0.2816537458111502
38,0.05817713961536658,0.24106418256804155,0.2150669976069562,0.27399104436569527
39,0.1423570290671272,0.21649638041655006,0.2504426254821144,0.27361613553013053
40,0.14565734397446525,0.20679672986812164,0.24955822427141214,0.27118984624219966
41,0.1337781870151697,0.22275928718322838,0.24224719784843174,0.2892540565433541
42,0.16438954046831428,0.23181435649500326,0.21859175283538537,0.2761592325911676
43,0.09291173030472144,0.2464931548051158,0.21530519058261033,0.2771961351100238
44,0.0674725221855756,0.22926256681600954,0.21811155980518507,0.2645437189131765
45,0.1307535484475632,0.21722011864679966,0.2469583241061112,0.2793790173012546
46,0.08334140652601071,0.2294224765864961,0.2346632405546326,0.27298923445176987
47,0.150899952223762,0.2246000220147527,0.25689616128881954,0.2825688444809007
48,0.11095414470629432,0.2153269214812108,0.2558953870144683,0.2841979185781914
49,0.1859866339963971,0.2580394487070365,0.2280204208274255,0.2684282654871686
50,0.14983079868955806,0.21253006533578048,0.25599053653350773,0.2693258817371017
51,0.10734454894303451,0.2622307973688723,0.23613836699220436,0.27827966138991655
52,0.12641729968761034,0.22277406060810087,0.24977807382115383,0.2816806746869771
53,0.1687791497749681,0.20812102332359053,0.24865562017619805,0.2666809035486425
54,0.18732759918563724,0.1998279430224516,0.25923027507123986,0.27143634882690654
55,0.0776983332961471,0.22306319185387646,0.24756029775850658,0.272298627944018
56,0.13415948912918443,0.24201533604842634,0.2615716428251119,0.28062959518072933
57,0.08918087808109153,0.22604396493344353,0.22726969697690094,0.2825801851293215
58,0.1067176778629126,0.2566552537863622,0.24095417197055277,0.25831983561696065
59,0.14291679422647496,0.2194226072587143,0.2620674797076568,0.2740438305707328
60,0.14521755116004498,0.21015797802568137,0.22124428887683592,0.27468327421381683
61,0.11676549209395175,0.2252747575322345,0.24840985201416127,0.28405994850229377
62,0.12725936222952935,0.2473854310167532,0.2553360068755116,0.28910764570105746
63,0.18815600153788142,0.2073448988170336,0.2411315289874752,0.27026943900701317
64,0.09694997424116118,0.21495527975977133,0.21606951520040465,0.2666519295510765
65,0.14838607943006513,0.21971365911754834,0.26011413633167724,0.254327907757312
66,0.10474803503284766,0.2158095943343796,0.253130509010367,0.26258768578153324
67,0.09499577957501942,0.2060209422648017,0.2568592872106556,0.26947073853438364
68,0.13270638632988163,0.20882253140212273,0.24484222315387968,0.2803324546771397
69,0.08016551274721573,0.19997689388846887,0.23056204556499396,0.2669842786765419
70,0.11784034442735898,0.21352611057446708,0.24328517865141358,0.26219161536253227
71,0.03326790240306563,0.18717181749855175,0.22897881026868686,0.2690955593914564
72,0.15655934176201666,0.20035956317961814,0.26100896219620784,0.28144333703906677
73,0.15182849742046917,0.20308379454357228,0.2798699958052864,0.2675455003472978
74,0.1302382452660066,0.2288578549671768,0.2443149672858178,0.2743837480762352
75,0.15404683894580978,0.1895178155076945,0.2655103756930284,0.2754032284700503
76,0.09638557385483418,0.24323838707679704,0.22592532422060457,0.2649801116823249
77,0.0943385100335588,0.21060243726144656,0.22899728937196348,0.25765298456926816
78,0.12889171703600769,0.20798851668619964,0.2610575318857347,0.27075244857981845
79,0.13112035145726128,0.2636817407187098,0.26197588571327973,0.2749237481938266
80,0.12767447758239336,0.24675594833880474,0.2701058593964047,0.2774990847147599
81,0.12504810582241202,0.23487357142731663,0.26150879543022626,0.279550436498424
82,0.11557243819734375,0.23440474609592005,0.26046285321119655,0.27692292002354035
83,0.08608459938644432,0.2073888548404182,0.2330449782762907,0.2734930918697909
84,0.11643863380422792,0.2421436186220933,0.2633888477348492,0.27032023484114054
85,0.10069870598161297,0.21584483014899733,0.2337774700550618,0.25898939606937843
86,0.09356672034667224,0.20864207659826994,0.22764238154593344,0.2702403544086904
87,0.16450671395785743,0.22397221442917525,0.24208892054529269,0.26694327301807175
88,0.18039077189562644,0.21275422878592212,0.23721330364857102,0.2680270595778899
89,0.1637313777268877,0.21742330277169772,0.2440952626042256,0.2628774601694057
90,0.11822191175249488,0.24089005300665328,0.2555187544639195,0.2740345236861932
91,0.15178652106323248,0.23173923093938176,0.2571079461191417,0.2723246102238429
92,0.10686206215341879,0.23409233059979648,0.23847032398377854,0.269390674598039
93,0.18392600052249633,0.1875813493181121,0.22777019628032658,0.2872524436436458
94,0.11234187969420302,0.24292290871094477,0.23503097335620526,0.2736728349780997
95,0.15451832979560845,0.24787742787404998,0.225357998162262,0.2652822040324492
96,0.10643383436430565,0.22459512809635337,0.24975075872141045,0.2721104140349913
97,0.1109377693694203,0.19068740619313015,0.22470037339771526,0.2744433206042463
98,0.15033925796804676,0.1957757027877258,0.2364324678527875,0.26601343223565027
99,0.12876237501429813,0.21519288382418225,0.27766597158546696,0.2710775253771428
