,Time OSQP Forward ndim:10 neq=nineq=5,Time OSQP Backward ndim:10 neq=nineq=5,Time CVXPY Forward ndim:10 neq=nineq=5,Time CVXPY Backward ndim:10 neq=nineq=5,Time Exact Backward ndim:10 neq=nineq=5,Time Qpth Backward ndim:10 neq=nineq=5,Time Qpth Forward ndim:10 neq=nineq=5,Accuracy Forward ndim:10 neq=nineq=5,Accuracy OSQP Backward ndim:10 neq=nineq=5,Accuracy CVXPY Backward ndim:10 neq=nineq=5,Accuracy QPTH Backward ndim:10 neq=nineq=5,Time OSQP Forward ndim:50 neq=nineq=10,Time OSQP Backward ndim:50 neq=nineq=10,Time CVXPY Forward ndim:50 neq=nineq=10,Time CVXPY Backward ndim:50 neq=nineq=10,Time Exact Backward ndim:50 neq=nineq=10,Time Qpth Backward ndim:50 neq=nineq=10,Time Qpth Forward ndim:50 neq=nineq=10,Accuracy Forward ndim:50 neq=nineq=10,Accuracy OSQP Backward ndim:50 neq=nineq=10,Accuracy CVXPY Backward ndim:50 neq=nineq=10,Accuracy QPTH Backward ndim:50 neq=nineq=10,Time OSQP Forward ndim:100 neq=nineq=20,Time OSQP Backward ndim:100 neq=nineq=20,Time CVXPY Forward ndim:100 neq=nineq=20,Time CVXPY Backward ndim:100 neq=nineq=20,Time Exact Backward ndim:100 neq=nineq=20,Time Qpth Backward ndim:100 neq=nineq=20,Time Qpth Forward ndim:100 neq=nineq=20,Accuracy Forward ndim:100 neq=nineq=20,Accuracy OSQP Backward ndim:100 neq=nineq=20,Accuracy CVXPY Backward ndim:100 neq=nineq=20,Accuracy QPTH Backward ndim:100 neq=nineq=20,Time OSQP Forward ndim:500 neq=nineq=100,Time OSQP Backward ndim:500 neq=nineq=100,Time CVXPY Forward ndim:500 neq=nineq=100,Time CVXPY Backward ndim:500 neq=nineq=100,Time Exact Backward ndim:500 neq=nineq=100,Time Qpth Backward ndim:500 neq=nineq=100,Time Qpth Forward ndim:500 neq=nineq=100,Accuracy Forward ndim:500 neq=nineq=100,Accuracy OSQP Backward ndim:500 neq=nineq=100,Accuracy CVXPY Backward ndim:500 neq=nineq=100,Accuracy QPTH Backward ndim:500 neq=nineq=100
0,5.7697296142578125e-05,2.7418136596679688e-05,0.08206844329833984,0.0023686885833740234,0.0005214214324951172,0.004488706588745117,0.7360856533050537,4.563729127605407e-06,4.7201004660309715e-06,2.268670120588897e-06,5.930432264983395e-05,0.0004494190216064453,0.0001575946807861328,3.7463812828063965,0.007771730422973633,0.004177570343017578,0.003671407699584961,0.13758325576782227,2.778627398716456e-05,2.531802100361659e-06,0.4142258646662635,0.01964587186255044,0.002420186996459961,0.0010957717895507812,,,0.3072018623352051,0.003156423568725586,0.1311485767364502,0.004393449558221815,2.82765624789227e-06,,0.010599003951431877,0.13030171394348145,0.01394343376159668,,,3.4214751720428467,,,,5.194600127143055e-07,,
1,8.034706115722656e-05,3.6716461181640625e-05,0.030778884887695312,0.0034623146057128906,0.0002770423889160156,0.0024709701538085938,0.09297919273376465,5.780079760062431e-07,1.5419585886374704e-06,3.3021873643586475e-07,9.228486197009333e-06,0.00040721893310546875,0.00014925003051757812,3.554547071456909,0.008230209350585938,0.07051563262939453,0.003912687301635742,0.11556529998779297,0.00012686361000259803,1.9333126626728145e-06,0.6590498169180448,0.001648346217275437,0.0036766529083251953,0.0008790493011474609,,,0.35051918029785156,0.004106998443603516,0.10582208633422852,1.9424963352344388e-05,9.308382703006787e-07,,0.0015632342827800244,0.18471503257751465,0.010649919509887695,,,3.445601463317871,,,,4.380407984983264e-07,,
2,0.00015878677368164062,5.412101745605469e-05,0.037580013275146484,0.0069103240966796875,0.00041103363037109375,0.0028781890869140625,0.08527112007141113,2.499609555894387e-05,9.07703567601832e-07,2.5431106405912703e-07,0.0013948322524447525,0.0009126663208007812,0.0003159046173095703,3.5864386558532715,0.008540630340576172,0.0025026798248291016,0.004293680191040039,0.10884332656860352,1.5678573131765213e-05,2.154509894978952e-06,0.4669949080748991,0.004225874183039979,0.004776716232299805,0.0009868144989013672,,,0.3642880916595459,0.003874063491821289,0.08873867988586426,4.0515862517153234e-05,3.894380247574673e-06,,0.007856130772557786,0.13598847389221191,0.011798620223999023,,,3.7879292964935303,,,,1.050409288314142e-06,,
3,0.00016117095947265625,6.29425048828125e-05,0.03645634651184082,0.003506898880004883,0.0018622875213623047,0.0032591819763183594,0.09367775917053223,5.480463131260792e-07,1.9715997353679192e-06,9.439407388288798e-07,5.128911916965759e-05,0.0008993148803710938,0.00031256675720214844,3.6932482719421387,0.0058481693267822266,0.04744696617126465,0.003774881362915039,0.07935595512390137,5.9190192544576204e-05,2.5462672856803706e-06,0.8906898768822059,0.0005326171245682765,0.004810333251953125,0.001041412353515625,,,0.25311732292175293,0.0036220550537109375,0.17465496063232422,1.9221895390653157e-05,7.989926129087066e-07,,0.0013066706284026325,0.16563844680786133,0.011463642120361328,,,3.9697189331054688,,,,2.3074036263555166e-06,,
4,0.0002994537353515625,6.222724914550781e-05,0.04961204528808594,0.00510716438293457,0.0023641586303710938,0.004924774169921875,0.15357351303100586,0.00010952556605995932,0.0008475758086237534,0.00084819031764716,0.0008280027811431915,0.00042724609375,0.00014162063598632812,3.763814926147461,0.008055448532104492,0.022335290908813477,0.0037446022033691406,0.08404374122619629,1.727744479539565e-05,2.294572199380116e-06,0.7973324825674316,0.0002214371633243057,0.002197742462158203,0.0009500980377197266,,,0.3167741298675537,0.0037078857421875,0.12697911262512207,0.015263298666595156,5.773814191968599e-06,,0.007152723663163908,0.16501903533935547,0.00997161865234375,,,3.8763134479522705,,,,1.1118243939011706e-06,,
5,6.914138793945312e-05,5.364418029785156e-05,0.03702902793884277,0.004302263259887695,0.008873224258422852,0.0037298202514648438,0.09450197219848633,0.006700436808882644,0.0026544496167701212,0.002654073525316063,0.00291746758869772,0.0006940364837646484,0.00023245811462402344,3.758185625076294,0.009522676467895508,0.0009014606475830078,0.0036220550537109375,0.11421346664428711,2.2010560172143457e-05,1.7048906762683327e-06,0.6799001102817436,0.0002662213891220123,0.0036437511444091797,0.0007865428924560547,,,0.38165998458862305,0.0037050247192382812,0.13937973976135254,3.799089702636539e-05,1.6403199447919319e-06,,0.005853088442741925,0.21356534957885742,0.010765552520751953,,,4.315199851989746,,,,1.4467720490247446e-06,,
6,0.00011730194091796875,3.933906555175781e-05,0.02907586097717285,0.0033135414123535156,0.0003809928894042969,0.0024123191833496094,0.11863279342651367,0.0026423831401710994,1.7498160293173145e-05,1.816582624993155e-05,0.0007921355950128425,0.0006804466247558594,0.00023746490478515625,3.6871774196624756,0.009184598922729492,0.04963541030883789,0.002635478973388672,0.11242556571960449,6.832096552441181e-06,2.084180851043525e-06,0.7156078086734784,0.0004967691523526522,0.0018334388732910156,0.000766754150390625,,,0.33147764205932617,0.003258943557739258,0.12415051460266113,0.00881962356578478,8.692220584094922e-06,,0.009593490007348394,0.1438465118408203,0.01310276985168457,,,3.9243998527526855,,,,3.0209428775267423e-07,,
7,0.00011229515075683594,4.9114227294921875e-05,0.034253835678100586,0.0028994083404541016,0.0004208087921142578,0.00336456298828125,0.07647156715393066,1.34943748615429e-06,6.221758000310961e-06,1.2684422561568616e-06,2.2497446705438673e-05,0.0006973743438720703,0.0003159046173095703,3.8582661151885986,0.009469985961914062,0.025971412658691406,0.003125429153442383,0.11344575881958008,0.00015628613622582904,1.6207747152501262e-06,0.4440235938350494,0.008600524259653712,0.004698514938354492,0.0010445117950439453,,,0.3863518238067627,0.00312042236328125,0.1315755844116211,3.3993525471937946e-05,1.0277417409657985e-06,,0.00774581269441736,0.14123988151550293,0.010169506072998047,,,3.693286895751953,,,,1.9054625180633341e-06,,
8,8.225440979003906e-05,3.933906555175781e-05,0.03536653518676758,0.003932476043701172,0.0004734992980957031,0.002844095230102539,0.0889749526977539,0.004581250259594759,0.0005108532498034918,0.0005107170400924785,0.0005136397218135059,0.0008950233459472656,0.0003058910369873047,3.528897285461426,0.007894039154052734,0.033283233642578125,0.0033118724822998047,0.09561991691589355,9.767865236300224e-05,3.739123171045035e-06,1.311209768074762,0.012462594565466232,0.0034766197204589844,0.0009677410125732422,,,0.33415699005126953,0.0036466121673583984,0.16507530212402344,0.008560294136663383,0.00606173271628227,,0.01713426371366845,0.1374650001525879,0.01006627082824707,,,3.688917398452759,,,,0.000203043621723096,,
9,0.0001666545867919922,5.698204040527344e-05,0.07804179191589355,0.002321004867553711,0.00035762786865234375,0.0032777786254882812,0.06306624412536621,6.505580133628288e-07,1.1593267033509845e-06,7.23795678864021e-08,0.00040272962392636397,0.00044345855712890625,0.00015735626220703125,3.7302703857421875,0.007853031158447266,0.03274941444396973,0.005149364471435547,0.06808304786682129,4.040883475385567e-05,8.898648307455997e-06,0.7878191906233596,3.126605881041433e-05,0.004832267761230469,0.0008497238159179688,,,0.2890191078186035,0.0034825801849365234,0.12351417541503906,4.814314402007915e-05,1.3545179575018555e-06,,0.004568258463713935,0.15327191352844238,0.012277841567993164,,,4.09689474105835,,,,7.911152860260814e-06,,
